n_digits,multiplicand,multiplier,product
746,65384726566745541024284552302087528936573233656400465715307455786334593691222537422679252605641057938496665256372231458733096416414804963448720577050502946779132898359808308398312139073325092983253555178918213645778958762387121937207304477522144129396125807853919497339280429088611821173364889714333082279976052623352657680299376056317324530047345108882180681027190545498143879616670910185977942752923522308151469414038307353366390843223135992355535745440988423654476721445397768045971317450923529224135592411405972037087176556213197491814719396810548633295498729270675061014297755871466820604282235396459089521689133485569728514546827541573840633284342619183093496054542690295777458470452112145137147977980048484667577866434735781925412590868405,17019886433866226164059427725860625880256321877914095672445775510898374800921663585249090514620877803230701990879311756341992556700922077637228182200806264407504932620099956483334131570485413860091111771303939041679680757857853195996527057636981427304831930025479444839617827713930048874966118082041196637000887966363850376563293528536209359300129069056939971883403019473325912818274320515666841783633900917479712684686813688358772245807560595140007823955436516191520983266720124800627942419910071140316494796459620424076066411394633256978493802804603339369271095601393819223466414638995300517136141598160345776321903413725718111320536823867540468276830554170385888548234810700861295992200661803994332235389463607158535715315029815989586161847901,1112840620675405063524452120829229625924964042979021548784502345720139142130742477018376776831931016236090044534316793692393014284958701591061235973604959425284620375880176602929469188545482162790230035191167476512209703478581721412813731169279847903733677157453972629174191262910822558582963013822264387792844745273308405046073627932015472087089490678479964126507872362456184247903116428398329784880728501088653801116140854958928765652302797850329219047451457110291910000841030332456829513149266064911718478194527390283374427844773897355038189024201346521561431887026068089985301072913670021909573942828194346039748516235243454863731985476267384667624468346915195438063274035551694684520672806852943811722097998436868217164170045417616324714204716178491306466663538953535859410577148470681273239482407773088013888824579249257287076185521172513203425690979015068273017814354662437524725003389133340120859459692215625305477103702915759358368837398888213362351769393973428978004182007418836954260263418061874422161161064828531240036480917108246514971963561835399305665771241775395223761584163162849391200926488029176838424098855811859162066102418837534077345322545058477757294640346707900952426075944236771158376776278026545265098994437706101055248842537264942626995620933186255316033654824398912849765999804937575183747197155071175733211032912280236028126659505780185055970659508062550742711938207464836853081873721811849983037411401183711557679135974990565848009897300454863942821353116467905
747,245586307139423811372633026213059179809812905636663737522944051546220822266703197073194517351721434948562941876153787926731612897446268851477425870351619799016585661006833218474201963334178990093503345150738425510428150366065415530745186110617907268942924978240977641823798240041132610513546867740018511357437851043496523278045229308563955999529694473511761307606280928515726296762090870792307785695263417694824120191760261302218159950089222984142424155692502948497713026201121945512715292352719836138464324747833618751805972511927772301400955081309376765598007557131169981484034970575910292156487949625540050091443579353384416714740284460538677468513928813467393053916971302909689937710962210193792918890242978331423332651555606202712772437700574,918163940586934765323428152397604679557598897102404556883726441370343314943450818032159630623677477554359140026033963742677265208737163401984351762767745447442457493502328860965448028457105795009690188377041763357674535832170743775882332998023525493598071820239263041703790020622809118854532556366025158033411569568491751868407716229379617183773104200715568447932311580933743234261340242034848195165132269469935608819638841536191145846768640325490070737736169248102375320481830028587966384709154984417995753060110041372935616917705282079683793209072689558903520085233687123123665710405235158584676284769541889076067002504159342463536199167979342285157834208363012167596408577170794328903800308748890807055716984862161579126625404371007052608993883,225488491517326637527238610057560903269898947547397360124019707425615792716734789816554060805400873738623904517655261376324148537445973366818413422845829403289355587798639844406486312299535173706498592909914366491563117778302500535113699319906359059282456204332711774097211794095647681096785582182193151579145350383264193347422506549696889151100209368732693476674735094421267007527387565641669625160893518654077557143508399691348361919242667585138445066058175148935292894423393782262493168104236060185090465186231976940120666307996599579415830415582806677010468267472385986180434475277374104856689798387519155453899124355351123903148542613929609676246120294677268592237680587760644125775026748482003717462634573741401938096478189591020572270974132435449079419774743322530698145236995475119189060092556916290104455607209020777900065053548226406547378680722280850595322939077528564510844479066829497143005729430194887300017883524058940111514112095050634838916525701792026736321048132766370753952827232054102653737037067634159254488233855100118456558976710982708112085408390199474557750164665465348782636094520738572255485735780223875235503422769414807866138144734600183937886612552321416227089898459325509934688191718788927384446605589710602691246428164089545426055638066538035244573157048593652617163473860136855217801690588335462441203891844176526230194830815069610184036929400694870014931747112617191339769532774056634643542098578792772035155107251509195177654543160730448976038978496151588842
748,8900305610740953979711451625654251602712409267007282635594586474349965986980723357489201344030307430546285729425316048411246712547813867028159088666909190463080577278722685382704002100268096917614986417300321955566252187139572214206421139940077705369457597072321549356635337974197423249897860682126334027157540778401330827534122410387665575960895344637123386318784043566292861708973053465697616366819377785208572460826677556350052597680375270727669886117293924696954191912195213406593396311981401271402425071994049742784227901133363675203635252752182986071953053185755814984824911885182567940332951299672303200260003925328854851559562642828015401584268116813508831993705023641035084130650846929238937382097374562898440564512064463483008802554051918,4343957101057165247669521985039157777246199649218428572017534839605494071832871699126435636701930239991733026517145820896492771734323749337251436806821026031033149322253575245340292439922379628746529591301807325399681300109082383633185849659912144523740369558694415018995906095723695127747991445255268076665996743700202532339953159089983271289281316944321382809901082522493788255821208062070699885904758118025500324547289382356456777087126822679225471484314496392252788851026564198527099767823738502237973212682162251420862362114430776827913219452786804587422995641997349522455164522636550545414109963663389703826618383623419488972503674616978228324424076300859387123405976211614764695311157799724061877023239313464727600491120832423733816547907478,38662545759357097086254212987503055155170833945349240717963672217560547706901348703215019202598414967312443353568562641898860951534980797122928969969413608216607658969893323062843678245042347976195442584558168835752726245578925659099311869396929639222093860564778999744321681307472684763451239571368893972417913961417972685232261803544804883973452904278615732455476140947822156358957594567441898557742877416919606961385506090014011200304651973586226656973150129913462243639802911217758791510075895385657619100123860426303774090891685633796935664480186202969660124459031123999302312771325803248846650585372187617193571451159526533747632704354682138488163636803482873395087489952409202647336912468580822445414616691984002128317699755284247269188091907497558238341602696996059652084851482473874261577956663272143345680069434979461501191559068572190956808434492365039417528151912105565547163755505165289912192247575163729282758154631434891447119026730839060841550723391983507182715210698026921327497523733998864986404081489678250543622657614201310598397321987678703150121814578076580406824930790197194602926226881934638367308662604758606714432065416786448882321277597585423484399579699475865996136561635239269315124739965514626338198205433972220638329787895712849781790638790485172524070898861061879824828887404779673499953103846106631097218121503917250203085826145923747401849020606617524299405939344929854112047279594590352660658308032763653017695483080902807846085556014767573190335449633072442804
749,43631564064709703228672864211581412175849714788875714721696426416990919211174524006586455597596362193975877213199970354068619495964362053940551880043358510020680728000320854515992051829274315929508556873131071480544943395631769304640937040999854298721248562947105077571279236522742917355092333355254310405816936327386879114069797624474948919545146068682832481768587140178800170693989737901512457975665145098271074370920977683133096055163497555130227686243071214315033172359335280047558021794379614525849889071788535019445917310161014031197862953789708561646038433737095792925250593462256204126779213815192882444819457678121838839443584616349256877909707903709171972479819212526746743892230548499609466525044449306870469398745285075054735966617460122,24290318755628128194745741302874026157465747275760827754276771552700879214134089080522276740765540949184073321045882063080935139140923849203092755985745998925337334067026360235836287344012124951135772663320945331164799190965297818160243774284148822971568179238239412793883883478300514713576836117033828559796229880537155425499203473892866817014761020113367134759993004041437173397657555829399990337795520860070632367124871868575169108454123329988016541141371629427008232132476043875755706736274802729717832490106928340988462665035577724521746140470855735069286676071931939742492385709561349285413332017765361157754426549011478923281633105390076086207919291557876115093487575417067093973298489157430397796781657678252533378724453309777525890217830439,1059824598938408353535815791773494674219938460334718664794001320106810508726218700886428274221827575425143781416589493373172863262322425522855522935762165313854038417071222188706302099297783860968867774264657212780940231118997022837455240347760761646505802051440305637487737058230616431653877718337090380625076475784556306065120461059394908030313677949663951918771092010523136917147366552866317345986339281831521127554314848480263923950668084200444130012952173518024133435062001168215754234453824044547522964836510514977993389548237021191981864931228551616837146711801886483387023191281772221024953271903531561960867310561960684876818098186299499373016762288721620109501594084955594530562659696789145181594471660605915116289880632248003442779849008430062464869744015504422976404317323140734427933684399121887088966606396014014539922634983876405088074018085494573283024797636772874700001464424507467705719383471713243852739437629318060873647702417336219486166728171580534051306318017365558231808250150639690221188091076653407588248833023839649975486689311248283692975480549751249455170030513174805242199792149742897695530884475653262135209652651320395361364668708266936122735190876829091067797457406065040008917698474702250031314260697701520643459588005717434555340703600059844756514214065789032064633713950591328839512139941651728117633391877803261247953495387397711372163215441524955313539484921819683129851016799819930271317594924203253280154667380455545868708076686516797015753534929263440253558
750,869646005769640101522371652698382916036571429545955511047853301967588192855972252129517031774145667397744893780499620213467845954458282782010199573953086536610971367418699126206469535203648684240392293020220817218116682598583228557465834401819685938443866124622350161565195122630394095517000073498841578936069877415881133357109019334263117796791465652566713360970885089780373308716434997920691956191559900929962748896048847557211120852365657979344384675881575984514736988294220349400592672568809926800562593337338372148902593288623020313287056204914533962283168201949367854604542119452706532998956896444189611007562704467369622980171624021444549636390138981296792033795889384263149731345788217087613560937742953958330398035135480119761585144935541764,515602275527504143830402384395179691976586068263136184084579239365545233086268672687106204792866512361620385596382048366211956260660904377501553134433359262798406569587342908017501496801982435952987249272637670091425131306690178140894515665362090590832195368413719802430873941885365995368276203807200064480655694830464166466856502600841994080876339057413659236200571892086732886110159408574161575859236537837708880060152321455665422587787498246360059162785789637900487912566925097587665804065099005736178363652757481093153153212855532094336776119395361949203522164210275570248539254829027036671062394354915239338127921440123101738198084853911075947375168571300211273351176097272285819839230846120272220424736891179800689437499811059313815066939009262,448391459478231433985208961469641110128638545674499584851604783969061622926891350977066230020523576237793432163327963022039062081223215391896624594655658766265061564618758787459728995319292710241025654130012059554866814939412725594010697078019240377870816510568877100306309299999054990527353752462681985599315024425112706842392872883766407675613740254068682337282071082102586239482126300248100026024590092741349243989844361494009696926650678235114440925683627351710562792349402153235771236406425248978454864837872741951851847424847312729414571866329271666768394732652074827143277468519529018525318441475017250221944199646735574250952032703926212846860317730258581505685401563409641350368278177160778253231545812311505094417652385325144390841876896544428824165185809920238268058515232668363774341100685402760743616108313042887831985458612917174206744032787606625429459398174512493143696989161138899939354694787363002200332259873793212554696445157210871048772067408355114798615963627041902200135272168032136137131417332345590543127746861670972326691224283156947890826493958896845476090648827848590341448103909617956246082666308594482550275641200197537871601447594894409279803410430316334515736233832468612406833212820367542719236133597116569272907686814707054514785193270924476532426857600254655518861819054742057415780280184117396134724948788299126148116278331659350904195159525645349360266884143433852200625336750970569311053175963065013914504082485859147849303614979535487599132363311502533383818168
751,6133541641533860742074801380424408561966145056927254850269817683971593403001392132313824046192589949539808765375514191082981414962717376794555736698388954746711613297241033479694803809561038933154386263302078014357798040559279588071995248449280017296708253744245159907334116974850373341074624137322810796538814940817262341821710486782525644023706491239982434420925015044494582611081538419616495778492559930245550032364190803581128632000192408530108434662020131738244323479194283300396808071204556374971112607331427878648105233587249714385443689723430477315071482730302250548426071588532931395409130767754375639387609562051829389083054170499303993628899702423173942665063624558312457573876020973863020589108084366127657143592679979553928716731208105085,4931097866333458936550561484781787915554501124323870456875228726289816274426248663854781429413650569826051938183253312357293149690539591752162307388415702498811730708419117839135167490197985341782017652388996338227389596773165812809922339495006713850131014937034825505189446508769767156557290521146545989765767611049358420599774146721781554711607529485729856278342696095449282628553917165794278201010190848397443846975715247928345122586444351298675224501528358500963585468352824167116429959286020108324531292546949404046156637251701579761252666843701668057294107748166935061740740446792343716159327993171973528309584310018360296820087732271920822457404084977048836197333187435725108938153013651110687076898277132945280408299792071907805589816212498175,30245094101635041945060695903542896076258575176739482180294539616545574371592535891538120025295297725993476073252898642313845692873426905794623771908577627125859735632484416432006490880976846382392143723131810349968113827904925573168075463328819831541094968070555528681935444854646354108335220657633462820934519562205259465683496837468919449201682155615019291721606539364089771264319841336022994402121795835940972834246491558560600173461139561378638846674858918397881664744163755042684646980632778104906710543360841512338870447507317462998297805952303132851056986047748753907319356934945454163629055974072410116473095925130379623585664936165364588775402336588216137667137241989723859511029211168181727776506686662597740309627870603710943269155148964614764766562189622222074395360152185801644281386333640247529323947197312570625078630314068525383816710276533976418452173241936511867476301138847074453197493112334669656333322937869606763881868500383084623004851302029069327352185693203584987247554793987458127469194142557425300524101578922458871720677532489152033301614808464394602464102842722619193640905169995934948957885938262558306303158697435556992750522068471640776096371707472985289836684872175273269745257973969104702848815259458224112251782996411738475931203979962512891730834022141808131921097880323066214730454289478464086852361813763871047272734386564522419108033333067256588108807366183936047213279167988695124768804318077488138575715451897851137999362005139546626389572313607502235770719875
752,93903492909721459736712072837188501103200164428480009666037989279261560899215087827972326586532566025098800989103859748074031923636632353396411336198255793749429956673581790585641418298913907295866622194712763991731209158093117031478678965049884145224999691524871650975628835328781380399947040025420937465188466559979816945626414576494220827927500521078004871410972387350789182943368803681876046926076464681087733707653219417165045436057176810018048022837990871905901192144486337025925535681859967765175248727013001466482297924126150775027743278499596293300580726837716311851106729683874794580963011600864837693136318581137754892686666262876087035670963255207858002429922866989163714286214457823466575406912365671921898389057098239419695207998128351494,59505373440407303405309785828242531572634111521517862553934416391417896204798826814868691317257369541287726890554737697010988930573337841788221797862701755595796743948718063342509890557540433629228657129459622712003624228374146531922368500200210932499842495739897824152120166375750184060385386143970618465256543808830435039351043417599945131463232039955993467095036083088000462820252746837518281999781449304647464047595154369272588976749693829083925509619915851940887525154108466041797574809459919918400883614781219248990477409260918303203654600078243470894814692515883376093543172179430764021571282735446240194059288968316388681547911013928580642495190395949774629450299730744032865009862014182764914485797586289792175015552062682140211665064083842996,5587762412951614880447588851411620062056109548470656357445173096510912247513637324959790758035606098623690627898283247549579967214975644657917267504777817976895187768296032675540791362005177143516741504607133050824803696887926940208178770331355003737815376415795131780653848692439016812223359434879554850007217330075182230604035945591479118807971501221637077640121832829050269484692360818519983061226678127731454867926831281935613459180961809122240670846735249224000501436803793686944650176737493249172218902284178428294128011731674217902496961244212677254087919908256713210701260968906496851958211694173726905044454182911047936069398880089479937740913855202401993572650567403047379826853541003027336491875247159981635608285293332577478173208390496095159505248438737263050706862413105477706203101197151314276224778820373666753705635708040055112616864684532258736503715636030964307682995703572019294735560486726339999162943644453978450949144190839519656648025964263817254057009738974733734281014642113543559493376097931567878180769264341607305913453491513686612528373896938477105458770971688793606317017775412168900673885485705646769429660230172781266813902678433141884957582185802174514822502013719229302472987704564650285888745817331270328542153077824550144414327719479558634488474453229246354398306957815664248361044601511569401696224688522366071698545307385122102274479525373953976303156264773073439550142746334714949481495060074993641402486955734027227544078888883818076275005814204598248997798036024
753,831804936562002711498256920894879709823074948559545794505173328264526363745257396492304347499206536977736513676211232175598503544993638102888736467699784076067995988011347901275685462936080884421809579835581846828401464975328658679167818611096324236375280578019447464115533889384776349345455619729152873665796964049042711985900669812493739044997484875572114316238656175780766867244396015574685964890147269499894890142479857441681211823946661501210398168711364515853836630142827138700768668631665852396345528701024859962662271096424214083463623069825300390613594851882163690421549627794838383013865294406494809456359215304079539496173608506228181768239897902502864116479825255401303887518109429670473373633292870484889799332724922755894933892378773289860,911016151138914555216722882511094616021520488807706229085203174140417577104383023232178727061164807272687562343602647386441196055770588202580084666266972812177261601918125074785333089381408576576909367997008849624828478308487226232718449632248688372362579816760253001209981483662796742884074690298147554473632514284801769805451309009688670160917497928218101991176103627341930783786007942717634023294630797886113494525089625106561488289762465232763506734225324112748549610119630515318239774394145399143123975031392464701521195066609611911286583901741591001178914083141409222388541212601976530758905240276322669219355837849092313813222887665848127474747619487393686718973584840415925167866596843661188235170788661212030215674968871337916760372511958690393,757787731805064695870290463398013956277475810014264113893146140501076906137972471095102132428840239520378417092015793896260871231649923186070218418043624355263684883866426466485088006071833752403482858307566919065687742526410722201710129530301513674912382527886469093708317676783454576085393504781153296756439424016659248048076337362273518401512001960906046286913099959665151833640896533746387016492903318306149208348052567958522925223159006486272062407725057838860073757216002467254737098170875930289125853175668022015553064275973971707570661915077734398913920406255483683985773949172380683943500108103169254961764856937648940158647801721485703229641033000507903289860217110895760297506124415840998361077552030445574410895289111907171113890544329311351322365784720790149179809037875266692003450062051278540884290588732734205913698292986575252355449526016411588377146307121385684057168719272240556129221437154089287840776023354486881029094432196231565274323643369093960063513984612452891503783638036823391790015774705278763728078321989322630955146934471820882121337953811661778052855374285024264896155770374120359153359744065430495108557649752945173204923735258433033000265878300130525365359352568939988839619003434448409962156778534233125630107611795961719654503482769070133918824132503185352615571950660806475843750711818012458933032298923666665268094924004539556057194235868406669126108891233294495375165962422679018449127198121036269748516791470370959465728761073874963719173685181264204908573786314980
754,5464177699278081704302376059377618078533858605061019538053002540192575151432791003724626685703785233090712868174060528847210388705295106320359829058909527851062114243807923158719029794903695348745354257504362480611833263603888374623032986065619860985631162166304569046461030180896121698217087963870991138877538065803530829885439280456432331706548637107616050764951493130725050848175191133035053783602976081232239888842952199416102304958897471425092289316003857570177565854540400846633142507621384281586245606191949885241962631414876803224512797876706181098134541215904843100789991281405645187602416559591072094673760126703051922810726146190356929006841646054177872878040252026080719193057991535633909701962747351456211492592631603286960246736898848281963,8823606900578284284920120241343879021530332606717913347199947580249226779616233977749443959492845183967835723503592049185883823914618722253052069141949235856081736806649231070389764870879553758845148697972069666102786463139238872089534206022860545809916972555821468848864665328323178229143968564980575478736398360040991188876887965933402871843355155189326129256562248688835243663604338513546277675630236362010083020688191243651386351239314086023487714147428672413645268010513352252294461974843086620018708123458299187719804639950489804533564640160310974131814891553779636861561042042207059518660503176520270569218461563309399188370027781114912468166824842639070437155040795668358541494054077681345215979154115001226289771917396170495873868378729907362262,48213756053336054838349698382590749986788027770099907424591017056399883918037695535794214558791300884181810763724504920342050504161251954643442536280727270928819507709993313389138418884967817249990158200472718542206465444725199325847967867868294110185487394331755012908755669096218140509418484553057565582970090789273151487432567838433237855410303372231297000200314230364472090432455054739837726073495092547246822994161625998342371102508940676078548917246613185145578207899280976321719044781313812341352600905050440049397751018927818863339935456939516352253180025832809084063009972009783394234446012162710809497329353230299232654279102050163103279147789521870481669940852847141050232092527571039765932555418361888306075503885753131326043883996048497576031927521848379370527648442660104834893240717004783974400655920606141551407356795371126577455494991123112875046462550975336491488735691669427971563144303879375164429018448431837692045163487558871660315506072500057593589247182834700445437316323463762271891325137952870997448871218810558441072886954489659793256717602578844900443815150968100314468016851964025032028197364689734552624753966539778095947120975461571241975403725080104475174969336745498935514485649794967925702015128294517044977224340571990958215727923726957658267844250621956864773752017959711031620469439006719049242210588581994319053508265419753772997357336101912605831129383568613939589005364286060851954187797486995941856772249790866215161310569653287031140604933335694624521407343761480306
755,14648760429699743516824242465889068302953176249229758987469925785813544868715734415818265925623171099559253083905691747247300831730670959292308314279899754326882292241658927989370744954981483654520268739056022545833809287675752758319509000041412440664244614680237255548059591415884839536811122053092932578392770485061160001993713983224062912558409838763454415484186077101751487977130253650528302804045957942480471974902699628732607922194164314501549905144602118419138252356993706612165322472556165265862700886679069001140663141620691064985921430195205642125243215407665012744257563830779340015571717990241108441827848769608468306310408062718011625393236732694938752925050254346919691743643065681233861925777546107110949005753667009079822376406077410576359,21286419402717870561158139314424669227260688430526158708783264965983573014800055426533766838138757263324807215215594026160137058942327249350563747865770045463422284010718394520640046219503807926324474074989022762638157469894099466755005747698737437008928759776677588214302590156975060343683682147707478311057467500566868228942259017858720586891692379719062467563595955159306156037037289180639040020667051483780932149000190212982490803498303997381868674545036409147589048826682257997372937327954076981459967226048189355826685803831014960670608939010488456628967844140721910900615870854295146231204146483719947393375983255607253351264147299353707555753379336802520333626561614480177886387735476175759823615402971263416439658356534636144542475296580762777601,311819658236526391300890969121356059018807587084623746443577783081796829206065880377232207023252761504633488200808217860169032132848603964909109074092345176952064055986381507107922774782504025562191026953627556117415339388935130302122206020375355399299962472764685889401478697170253979894860344414561526262536591558173296313071264525332332136298858032987327544365606665897868968566962453797354177984218267538939933063005871391066273035933645486285664388499449675120252583081762505872596775296997818244848420070564900799970209025488188360891875871289165440263240741289402753186693769129435417163404201936296758815988458868725583489923626851792504968852558143867973188811485445065463408076391280709529467459242037133388633794890458211491899870989944764255098624973160990770661466623657399507925840152648075388228908130026960059885209171660190952267625199192230313647401808527658522419201342787369931009325531710221462966294451213438198129775897262040442251450170548580814893484921215949722168823575197306852972600162566426571152229978168191863750586277207606173031052320814714955382220471473516009586014085713164874098406507353721756479252339256245085923819426893851619454464296950936798285512314809744002738880996027657823666248290392966290502040626141953941510261280119051917337501031729151989927614917890033403382126406512515154735726405911953914706770230044810859519181942453156788500807767292952753770141171978976397632283101877216087271537236297444986356030993348325129214599383266325923990611947145334759
756,652903636117840556392842243515677855226708529126612548140775293695342081486689869916726273709523848810143813694899257993464364878147558800649106474180806110555489883816753941689590248482752596300335613370892785328429531018530272637207755748275347668499474029598991297054541135706049199907030518324791183369435793044548707116716922246254701989221747936037521813848487642278591465786426772834609906106543522915302588137964221405053032984786981875114809862300426417829420645461864363006960652474322201134487127493576691474275406258609490048723995763700994227128286389049481164193936764958704410520433391875170051838420482838973665469005820518815092791401487363782728667406880868481177424225026708507208503919960417516512127464841700427373996598515570221655482,725633271446732196575163606089178088034967382883250305086117639372080747877538737699190147332712861527063805373994225220458701275252162679106522633541586494493657116711935232223199669477583595812536638929445383140128922922620309516522614692806711349237082689374923064196971089897496000217625094930890885278144902691367339785649682928634436374692087061772046340124846614049184743929277802627317850801556599223718569856708583870190743783720437792640077134027775439594488133342601116040980063356200749812404893860293879624877994887539469769791961874167023500643274484868374624539280669017152682814477601273586246744695995732783551695181518786144112925402894748112656330847985663383390386895773829863432455563169564827664628048772647869219892509562252232234451,473768601415655459906632314462769829285767077555316319977994768838711962730949175911526124669996017890356602234413616906661331187249841871509108614451590248930155741579002324239918177152033446930580076455248948491137872243152591797799837936900514019471014752044241482845580237702031952519369908600480153138002221548262707501367335752291872397790534390738390275381281666036981779951653671514878505823335104022632657138946912752721678270186506060984089953558588380182072278715723684034450028029352301337942297529242597253482447763560533537592848157905987149604724769525921486221444853995680757244101315407953823513039003729131953816006995841694446998447390724407399656892892913718601185994749250243327728804903414085175693535829842357220157119426198828067526625205599252884560912191286541133661299918184089648040613804200180882137282035912128806395270646000304182037032157635609999670720076614324988851634497822199422912400639424381756352385621639481319622206212351239929884791807607100014015318827847813624398893174899060577233360130438510321078819318341939400703132842522501381853669161175125149369066827245139111244712319861874516310365275551216562262696657354775433316906512127071363854156026617758155598497606374228903763677398364667945426000079436819106690288862118009869245748423591320335169101412025512134871649748636415711334487833862802555790498515933895302587951561519711603282809986295622746377096640936282818864250359543529033261398176664996454586011494954901006872141224247416190981441443573173410382
757,9934529473603530365108108319058467474173339816781447140945772633874511352909575740127095084307731781036143837779560317900869611929947901214654695629680248356374611502370692932857068236721925484134168860835280052851437088283466992644174893969845588400182821929811333722131976956085082181191504872378970032319944213030119553943342670359174712931721918404374944501090280058374931757231328515135127940381113563822230569916142115988458533625325762376804594878825922705813242956516700797975290220679552822643300623112885680467445598704154319897712600551693043394205221112415180313461258648591200830040352212500112094028500585338801826423476948989393455825408793705688932179120790700886696922758295639449956998741374160805388266378076464796870650435690211542339009,4049660141869981402201605222541417992055234511383100874981601079516393629935957203892407329055693004586081854424418190629776816401657941586191395283117654546461678771623916688732520692687719182426396114156955756792867699330999594383427581501865799320144016414085497469882676456344807300546828231700943040670299730794613732297641003788663431034442600438088815999726582708010629135806564392086992250641193692569981290187645379054396358797499919084553557929434408243903924078793239747472504768882063063430155380765750984819822094812493793486274807079692961394314366642736299025933025073161814061152125088664514696160734544442833973671646644178910072983754287872788085522978719086356267484532238786970016760124078266758583866317814654175773992726178195897486473,40231468037484784438120257780158026214540400561367983736404492313100331377630973685261597731789605454643019457948333779537606745536271340627518632338742576348900867716258007511270053158002620205147488403526305957755419860580912893328356034330978775664772154989304561427737680931283742732688180250599673061090233896020325562822968474832006542116514167168818419072823488671069454580252771428285502992699595095333442936720006585534927397751535518826056335415404419171193765101819488415986839257624887576089229157591801146457849401787013801263595841915235439192685693103448398506513302127303168572055923247583139924936088503773016233832473803652872911551157239279797440076029330072666196075400085381730467212897617339636768409504809042480097766019993062794754941267251941671982894000452910404750756674660409638752995219612288937012413391978799317510334605452907909508740764822111583799917342265842003289316831504534385171500672084538693950826580513201975392639229674035503496255531038367812299650648344553023452749901318225317356285304798340397479921727659667255479923193171417823665842348984095162558772307881987218216128571234021182313960811887158551785773967462797689774774475799962048454776399232522533976086611679350329947686966887695846629235954008857943726698045765288109130284476606009853221587595821225657517391098918711575819281239450465129799635595964431412794042749877455656356565015499076692127714628768914441269829789727273713558576096064153254130354727764508662478781750876873522981356911466482357725257
758,67191092627317922457940472893525146585415125167615234605713421783262732883034990288017750970151052577384640087222236460624900523501248450661934423745268428134929640228743214674918917831361630032433679878502672705722036155703073371611125050759545879099628925190676338044764995060738644994066500401320227119506331106065915731073734729532927490150231406348442728107456300302512494232116567211511566388155502339201215797003894363701352092153154247282178680674270231399877839138713297099981819156053135053238510430726135205737553552003976617303558980559740158384831899281956788577257525351143591431399989872219990629396265462886915163825431549664097373729804954571690109602037239766797022679803138151542975839991518737574428285745937554829413414266797389020585943,70633946782315469290447138069199282880982489933536854515827394661359730031386479578018904024062931984042726331894489372065019502020572350135820471290281954880697737005062054099818018133440033660529497892758417138954294479919652450859021863215076686914779488238894307831352675030676631704151229387498850301404336523855970859041206255443912424688249964396631088952418660075651712326225640191800851858305973224804289465837220046309916386963523104593985950264437154538226960734946840636805841275426970348145380870551532751049734947730994552802267471832668995311115832672445273654169852512433338976678288609269622420991921615712188853815533873535511351670478373610821276926600885351687517649177841374569225835780503622946400731600972893406866651619576358941722820,4745972060883603420604477910712019399151014083216925098943976904505034768900827536800793468729353989203144237655697085176850841567638325432113395637932432913123547743778250323995453908985148211323164475437362500255245277107734570158966802151156155659233634180725612365788542227133840542010980344041911486073203400765251341700048901511167019404968956368330458482499470284266921781884372810739261846971164535670092956312335063957342225105880274539289107412092449023783519826700240602862494274197913592547369727561763036054484708725453731275779868029257436732303718009840424375862905664481166366131194935813912873764833932178572268029330141340721274855369265085443145949446992304806121862584803324928226346772014731180652022242102328951126841166881139888564336798766429894970404399309431913894683955903095321857438709998153718323266582295834689323084674965077218350299220586312803024038275450981739966070774187743206554771185231343649830222304068146508322746824870897292553903266641854420558383004015523221371812152794872801425184759420504354628197217126713232825545983623100761949660172889797863272127620565173811354835613853451537970750829871089605383272026689899895217062230523329808671264346866505116292741091505630385750542978943755751606590226734746239036257833345710798992594061315462066392444950560800513153259678571650517560713368103104660664200069779622938158060083618086008031329627895044642576489079285957765009033985398945798847363549281796564355553827771338338042343170051820457728527388147038826294319260
